TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PTNT4;5,95;3,41;3,67;0,88;0,39;16,20;11,74;9,31;2,91;5,35;1,34;0,40;0,34;1,63;-0,83;1,82;23,88;10,58;13,07;0,44;0,47;1,14;8,13;50,78;68.878,00;6,80;1,62;0,02;394.631.903,12
QUAL3;11,64;2,72;10,19;2,47;0,75;79,79;29,18;15,68;5,47;7,68;2,22;1,00;1,60;-2,54;-1,04;0,48;24,23;7,39;13,29;0,31;0,69;0,47;1,31;-4,27;33.442.917,58;4,73;1,15;-0,40;3.303.086.599,75
QUSW3;0,00;;0,00;0,00;0,00;28,50;11,48;4,33;0,00;2,35;2,35;0,76;0,00;0,00;0,00;1,15;12,16;3,29;11,46;0,27;0,73;0,76;16,77;74,45;;67,12;8,16;0,00;0,00
QVQP3B;0,00;;0,00;0,00;0,00;;;;0,00;0,48;0,48;-0,94;;0,00;;;-190,74;-190,74;-198,15;1,00;0,00;0,00;;;;0,00;0,00;0,00;0,00
RADL3;21,24;1,11;48,85;7,38;2,26;29,89;5,28;2,87;26,50;27,67;1,29;0,36;1,40;13,51;-4,97;1,44;15,12;4,62;16,86;0,31;0,69;1,61;16,47;9,92;162.653.171,71;2,88;0,43;1,43;34.938.319.500,00
RAIL3;18,35;0,11;-385,15;2,31;0,76;27,76;20,17;-1,12;21,35;27,91;6,70;0,73;4,31;7,74;-0,96;1,87;-0,60;-0,20;4,90;0,33;0,67;0,18;11,53;;191.953.342,04;7,93;-0,05;3,44;33.801.314.759,93
RAIZ4;6,26;1,05;20,58;2,91;0,65;6,12;3,23;1,65;10,50;14,43;3,96;1,10;0,34;9,77;-1,22;1,16;14,15;3,14;9,49;0,22;0,78;1,91;;;98.663.400,21;2,15;0,30;0,10;64.599.659.180,16
RANI3;7,33;8,37;5,52;1,78;0,78;42,39;30,26;20,56;3,75;4,72;0,95;0,45;1,14;3,34;-1,21;2,93;32,23;14,12;20,35;0,44;0,56;0,69;15,63;;9.896.540,21;4,12;1,33;0,03;1.889.460.929,60
RANI4;5,50;;4,14;1,34;0,59;42,39;30,26;20,56;2,81;4,72;0,95;0,45;0,85;2,50;-0,91;2,93;32,23;14,12;20,35;0,44;0,56;0,69;15,63;;;4,12;1,33;0,03;1.889.460.929,60
RAPT3;9,10;7,08;4,32;1,14;0,27;24,95;11,93;7,21;2,61;5,41;2,57;1,12;0,31;0,94;-0,73;1,83;26,43;6,24;12,66;0,24;0,70;0,87;28,12;;205.936,83;7,97;2,11;-0,34;3.263.889.602,59
RAPT4;10,32;6,24;4,90;1,29;0,31;24,95;11,93;7,21;2,96;5,41;2,57;1,12;0,35;1,07;-0,83;1,83;26,43;6,24;12,66;0,24;0,70;0,87;28,12;;22.080.671,63;7,97;2,11;-0,38;3.263.889.602,59
RCSL3;2,95;;-136,89;-6,07;3,50;12,93;2,35;-2,46;143,66;72,66;-0,41;;3,37;43,97;-6,40;1,21;-4,43;-2,56;-4,07;-0,58;1,58;1,04;;;3.772.819,83;-0,49;-0,02;-0,01;113.775.508,98
RCSL4;0,76;;-35,27;-1,56;0,90;12,93;2,35;-2,46;37,01;72,66;-0,41;;0,87;11,33;-1,65;1,21;-4,43;-2,56;-4,07;-0,58;1,58;1,04;;;262.412,33;-0,49;-0,02;0,00;113.775.508,98
RDNI3;7,61;0,75;42,47;0,53;0,17;24,49;5,05;1,52;12,76;30,58;17,82;0,74;0,64;0,87;-0,30;1,82;1,25;0,40;0,99;0,32;0,67;0,26;4,17;;87.618,08;14,30;0,18;-1,35;333.088.238,88
RDOR3;35,73;3,78;50,82;5,29;1,39;22,42;17,10;6,72;19,97;24,16;4,13;1,09;3,41;5,12;-2,33;3,07;10,40;2,74;8,15;0,26;0,71;0,41;;;155.013.228,25;6,76;0,70;0,49;72.071.662.506,75
RECV3;28,42;0,57;11,94;3,39;1,40;43,36;37,30;39,49;12,64;12,53;-0,16;-0,04;4,72;-26,25;-1,83;0,81;28,37;11,72;13,59;0,41;0,59;0,30;;;35.583.971,42;8,39;2,38;;7.091.989.910,64
REDE3;5,95;13,81;7,71;3,00;0,51;26,48;21,17;10,01;3,65;6,05;2,40;1,97;0,77;5,35;-0,72;1,47;38,90;6,55;17,76;0,17;0,77;0,65;15,06;59,11;22.020,95;1,98;0,77;0,19;12.556.424.075,30
RENT3;56,30;1,34;20,54;5,31;1,60;45,36;32,06;19,22;12,31;14,65;2,35;1,01;3,95;11,62;-2,26;1,87;25,87;7,78;11,88;0,30;0,70;0,40;19,68;38,41;365.478.864,46;10,60;2,74;0,34;42.656.165.520,80
RLOG3;23,08;;82,76;4,26;0,23;34,71;29,67;1,85;5,17;12,09;6,92;5,71;1,53;1,49;-0,31;2,64;5,15;0,28;5,46;0,05;0,71;0,15;50,58;4,37;;5,41;0,28;-2,42;10.691.215.482,28
RNEW11;4,67;;-31,58;-0,24;0,08;5,64;298,74;-5,26;0,56;3,94;3,38;;1,66;-1,73;-0,10;0,85;-0,75;-0,24;58,90;-0,33;1,33;0,05;-27,95;;109.314,42;-19,77;-0,15;0,28;170.423.941,39
RNEW3;1,86;;-37,74;-0,28;0,09;5,64;298,74;-5,26;0,66;3,94;3,38;;1,98;-2,07;-0,12;0,85;-0,75;-0,24;58,90;-0,33;1,33;0,05;-27,95;;103.754,33;-6,59;-0,05;0,34;170.423.941,39
RNEW4;1,41;;-28,61;-0,21;0,07;5,64;298,74;-5,26;0,50;3,94;3,38;;1,50;-1,57;-0,09;0,85;-0,75;-0,24;58,90;-0,33;1,33;0,05;-27,95;;696.627,42;-6,59;-0,05;0,26;170.423.941,39
ROMI3;14,58;6,17;4,99;1,12;0,55;31,59;14,85;14,76;4,97;6,96;1,98;0,45;0,74;1,83;-1,37;2,03;22,50;11,10;13,28;0,49;0,51;0,75;18,71;;5.283.925,50;12,94;2,91;0,13;1.069.208.582,76
RPAD3;6,73;;29,04;0,55;0,55;;;;33,73;25,18;-3,79;-0,06;;9,29;-0,58;19,84;1,89;1,88;1,61;1,00;0,00;0,00;;-17,32;4.976,33;12,28;0,23;-1,01;489.476.745,41
RPAD5;7,80;7,22;33,66;0,64;0,63;;;;39,09;25,18;-3,79;-0,06;;10,76;-0,67;19,84;1,89;1,88;1,61;1,00;0,00;0,00;;-17,32;1.843,00;12,28;0,23;-1,17;489.476.745,41
RPAD6;4,65;;20,06;0,38;0,38;;;;23,30;25,18;-3,79;-0,06;;6,42;-0,40;19,84;1,89;1,88;1,61;1,00;0,00;0,00;;-17,32;2.434,25;12,28;0,23;-0,70;489.476.745,41
RPMG3;2,41;;-0,33;-0,04;0,04;-6,00;-15,02;-18,13;-0,40;-0,40;0,00;;0,06;-0,05;-0,55;0,56;-13,41;-10,72;11,10;-0,80;1,80;0,59;25,45;;24.719,17;-54,68;-7,33;-0,01;163.136.825,89
RRRP3;48,87;;-39,75;2,60;1,89;57,20;50,77;-25,67;20,10;16,95;-3,17;-0,41;10,20;8,31;-3,00;2,62;-6,55;-4,76;12,32;0,73;0,27;0,19;;;158.218.334,75;18,76;-1,23;4,18;9.910.853.375,76
RSID3;2,41;;-0,16;-0,06;0,05;-196,81;-1.641,88;-1.303,60;-0,13;-1,68;-1,55;;2,10;-0,05;-0,10;0,31;-36,36;-32,83;177,44;-0,90;1,90;0,03;-35,64;;860.082,13;-41,13;-14,96;0,00;48.200.000,00
RSUL3;0,00;;0,00;0,00;0,00;35,81;23,76;15,98;0,00;2,03;-0,09;-0,08;0,00;0,00;0,00;1,67;59,33;18,29;61,76;0,31;0,69;1,14;24,27;;;15,81;9,38;0,00;172.248.000,00
RSUL4;71,77;2,77;7,65;4,54;1,40;35,81;23,76;15,98;5,15;2,03;-0,09;-0,08;1,22;7,32;-2,69;1,67;59,33;18,29;61,76;0,31;0,69;1,14;24,27;;232.275,74;15,81;9,38;0,16;172.248.000,00
SANB11;32,68;9,31;8,32;1,16;0,13;34,30;22,14;14,81;5,56;5,56;;;1,23;;-0,13;;13,91;1,55;;0,11;0,89;0,10;0,22;14,98;84.318.262,42;28,27;3,93;2,31;122.525.997.373,34
SANB3;15,66;9,24;7,98;1,11;0,12;34,30;22,14;14,81;5,34;5,56;;;1,18;;-0,13;;13,91;1,55;;0,11;0,89;0,10;0,22;14,98;612.060,50;14,13;1,97;2,22;122.525.997.373,34
SANB4;17,03;9,35;8,67;1,21;0,13;34,30;22,14;14,81;5,80;5,56;;;1,28;;-0,14;;13,91;1,55;;0,11;0,89;0,10;0,22;14,98;890.951,17;14,13;1,97;2,41;122.525.997.373,34
SAPR11;20,52;5,61;5,07;0,76;0,40;59,89;36,04;22,71;3,20;4,81;1,62;0,39;1,15;4,68;-0,48;1,94;15,07;7,83;11,65;0,52;0,48;0,34;8,40;14,30;22.995.325,75;26,86;4,05;0,21;6.195.942.627,90
SAPR3;4,00;5,33;4,94;0,74;0,39;59,89;36,04;22,71;3,11;4,81;1,62;0,39;1,12;4,56;-0,47;1,94;15,07;7,83;11,65;0,52;0,48;0,34;8,40;14,30;848.733,58;5,37;0,81;0,21;6.195.942.627,90
SAPR4;4,09;5,73;5,05;0,76;0,40;59,89;36,04;22,71;3,18;4,81;1,62;0,39;1,15;4,66;-0,48;1,94;15,07;7,83;11,65;0,52;0,48;0,34;8,40;14,30;7.095.399,04;5,37;0,81;0,21;6.195.942.627,90
SBFG3;25,58;0,46;11,29;2,95;0,88;46,52;9,48;9,78;11,65;15,20;3,54;0,89;1,10;4,10;-1,71;1,80;26,09;7,83;7,24;0,30;0,70;0,80;22,57;;26.610.640,63;8,70;2,27;-0,03;6.235.329.244,52
SBSP3;45,85;2,06;11,23;1,21;0,58;34,63;20,96;14,15;7,58;11,03;3,45;0,55;1,59;17,52;-0,66;1,34;10,75;5,15;6,93;0,48;0,52;0,36;6,69;-1,13;193.756.078,92;37,90;4,07;0,36;31.291.081.802,82
SCAR3;31,61;0,45;-355,90;1,18;0,52;79,39;49,55;-1,85;13,28;26,20;12,92;1,14;6,58;-6,65;-0,57;0,49;-0,33;-0,15;3,46;0,45;0,55;0,08;-8,54;;149.545,29;26,87;-0,09;3,38;1.825.076.653,59
SEDU3;23,80;;-13,36;15,00;1,53;48,36;-15,73;-25,77;-21,89;-27,94;-6,05;4,15;3,44;57,90;-2,27;1,09;-112,29;-11,46;-13,15;0,10;0,90;0,44;12,49;;;1,59;-1,78;0,01;6.238.667.820,00
SEER3;8,08;1,53;253,61;0,72;0,31;53,42;10,65;0,28;6,59;9,08;2,52;0,28;0,70;21,34;-0,38;1,09;0,28;0,12;7,66;0,43;0,57;0,44;4,57;-55,34;3.551.132,46;11,22;0,03;-2,60;1.033.634.126,80
SEQL3;9,11;;-43,94;2,23;0,65;17,82;3,35;-1,77;23,24;32,44;9,23;0,89;0,78;8,94;-0,96;1,29;-5,08;-1,48;4,01;0,29;0,71;0,84;;;26.161.009,13;4,09;-0,21;-0,03;1.275.877.265,76
SGPS3;3,00;;-0,79;0,16;0,05;34,44;5,77;-11,39;1,56;9,71;8,18;0,87;0,09;0,51;-0,09;1,28;-20,92;-6,26;5,09;0,30;0,70;0,55;-5,73;;385.539,96;18,20;-3,81;-0,03;148.000.000,00
SHOW3;3,95;;-5,71;1,93;0,47;18,76;-13,68;-22,62;-9,44;-7,62;1,82;-0,37;1,29;3,61;-1,33;1,25;-33,89;-8,26;-10,78;0,24;0,75;0,37;-47,60;;1.039.300,21;2,05;-0,69;0,10;266.954.010,84
SHUL3;111,89;0,17;196,50;42,53;18,44;22,21;14,47;11,45;155,44;71,83;1,66;0,45;22,49;43,14;-51,86;2,97;21,64;9,38;13,79;0,43;0,57;0,82;24,09;46,02;62.944,50;2,63;0,57;6,05;18.052.939.299,64
SHUL4;4,73;4,33;8,31;1,80;0,78;22,21;14,47;11,45;6,57;71,83;1,66;0,45;0,95;1,82;-2,19;2,97;21,64;9,38;13,79;0,43;0,57;0,82;24,09;46,02;1.239.151,75;2,63;0,57;0,26;18.052.939.299,64
SIMH3;12,43;4,99;11,33;3,53;0,22;33,04;23,68;5,81;2,78;7,60;4,82;6,12;0,66;0,78;-0,39;2,79;31,12;1,93;8,28;0,06;0,89;0,33;16,28;;35.017.495,13;3,53;1,10;0,09;10.403.808.620,63
SLCE3;57,53;4,23;8,32;2,60;0,81;36,69;31,78;17,74;4,65;5,36;0,72;0,40;1,48;4,00;-1,56;1,73;31,18;9,76;25,20;0,31;0,67;0,55;30,68;117,70;99.260.429,25;22,11;6,89;0,07;12.188.808.730,62
SLED3;13,00;;0,41;-0,05;0,10;46,85;53,78;69,63;0,53;5,39;5,07;;0,28;-0,12;-0,22;0,41;-11,45;24,56;-17,56;-2,14;3,14;0,35;-44,82;;21.402,85;-279,17;31,97;0,00;14.239.364,00
SLED4;4,74;;0,15;-0,02;0,04;46,85;53,78;69,63;0,19;5,39;5,07;;0,10;-0,05;-0,08;0,41;-11,45;24,56;-17,56;-2,14;3,14;0,35;-44,82;;143.616,29;-279,17;31,97;0,00;14.239.364,00
SMFT3;14,36;;-15,07;2,06;0,76;13,57;-14,07;-28,59;-30,62;-30,47;-0,05;0,00;4,31;3,31;-1,18;2,80;-13,65;-5,03;-3,87;0,37;0,63;0,18;21,63;;19.407.079,08;6,99;-0,95;0,58;8.377.402.309,81
SMLS3;22,40;;10,78;4,09;1,02;85,18;41,42;39,07;10,17;9,93;-0,24;-0,10;4,21;18,78;-2,54;1,10;37,96;9,43;24,47;0,25;0,75;0,24;;;;5,47;2,08;-0,33;2.781.160.547,20
SMTO3;52,21;4,46;12,65;3,82;1,29;42,01;42,36;27,14;8,10;10,33;2,23;1,05;3,43;7,29;-1,89;2,21;30,21;10,16;15,97;0,34;0,66;0,37;12,98;47,87;79.238.064,29;13,68;4,13;0,18;18.493.551.826,96
SNSY3;8,47;;-0,50;-0,04;0,14;17,66;-1,97;-17,24;-4,36;-14,22;-8,23;;0,09;-0,99;-0,36;0,81;-8,62;-28,61;1,09;-3,32;4,36;1,66;16,09;;2.746,33;-197,50;-17,02;-0,07;89.942.120,80
SNSY5;3,18;;-0,19;-0,02;0,05;17,66;-1,97;-17,24;-1,64;-14,22;-8,23;;0,03;-0,37;-0,13;0,81;-8,62;-28,61;1,09;-3,32;4,36;1,66;16,09;;13.761,00;-197,50;-17,02;-0,03;89.942.120,80
SNSY6;13,33;;-0,78;-0,07;0,22;17,66;-1,97;-17,24;-6,85;-14,22;-8,23;;0,14;-1,56;-0,56;0,81;-8,62;-28,61;1,09;-3,32;4,36;1,66;16,09;;;-197,50;-17,02;-0,11;89.942.120,80
SOJA3;13,57;0,30;12,86;2,46;1,60;14,20;11,48;11,19;12,54;12,38;-0,15;-0,03;1,44;3,83;-5,46;2,44;19,15;12,44;15,69;0,65;0,35;1,11;;;4.320.275,42;5,51;1,06;0,15;1.589.594.223,82
SOMA3;11,80;0,77;28,23;1,29;0,90;56,50;6,90;9,48;38,78;42,27;3,75;0,12;2,68;5,75;-1,28;2,14;4,57;3,19;1,30;0,70;0,30;0,34;;;62.886.678,54;9,14;0,42;-0,01;9.181.544.264,10
SOND3;46,01;13,11;8,02;1,74;1,22;37,13;18,24;14,75;6,49;4,44;-1,77;-0,47;1,18;3,37;-2,90;2,69;21,69;15,27;20,74;0,70;0,30;1,04;-0,97;;;26,45;5,74;-0,25;108.266.260,00
SOND5;40,00;16,58;6,97;1,51;1,06;37,13;18,24;14,75;5,64;4,44;-1,77;-0,47;1,03;2,93;-2,52;2,69;21,69;15,27;20,74;0,70;0,30;1,04;-0,97;;6.352,75;26,45;5,74;-0,22;108.266.260,00
SOND6;43,00;15,43;7,49;1,63;1,14;37,13;18,24;14,75;6,06;4,44;-1,77;-0,47;1,11;3,15;-2,71;2,69;21,69;15,27;20,74;0,70;0,30;1,04;-0,97;;21.300,00;26,45;5,74;-0,23;108.266.260,00
SPRT3B;76,40;;-223,65;-101,03;32.738,27;;;;-270,21;-270,21;0,00;;;-100,72;-32.738,27;0,00;-45,17;-14.638,37;37,39;-324,05;325,05;0,00;;;;-0,76;-0,34;-0,83;370.531.748,80
SQIA3;19,40;0,34;53,74;2,19;1,18;39,63;9,38;7,50;42,99;46,65;3,59;0,18;4,03;-74,84;-1,33;0,88;4,08;2,19;3,27;0,54;0,46;0,29;33,05;30,83;23.433.995,46;8,85;0,36;0,11;1.708.712.515,96
STBP3;7,30;4,09;18,85;2,81;1,33;42,35;26,60;20,19;14,31;12,70;-1,60;-0,31;3,81;8,08;-1,84;2,47;14,90;7,05;12,38;0,47;0,53;0,35;13,09;;38.213.400,71;2,61;0,39;0,02;6.315.919.640,64
STKF3;0,00;;0,00;0,00;0,00;60,61;40,80;30,84;0,00;2,79;2,79;0,31;0,00;0,00;0,00;1,26;8,36;4,94;6,35;0,59;0,41;0,16;15,48;;;5,21;0,44;0,00;0,00
STTR3;0,00;;0,00;0,00;0,00;31,37;17,25;14,11;0,00;-0,22;-0,22;-0,09;0,00;0,00;0,00;2,46;32,10;17,86;25,38;0,56;0,44;1,27;22,02;;;2,91;0,94;0,00;0,00
SULA11;26,63;0,84;37,46;1,39;0,39;5,36;-2,49;1,47;-22,07;5,77;27,90;-1,76;0,55;1,03;-1,19;2,24;3,72;1,03;-8,10;0,28;0,72;0,70;4,58;-15,30;130.939.242,04;19,14;0,71;-0,43;11.382.826.247,10
SULA3;9,16;0,82;38,62;1,44;0,40;5,36;-2,49;1,47;-22,75;5,77;27,90;-1,76;0,57;1,07;-1,22;2,24;3,72;1,03;-8,10;0,28;0,72;0,70;4,58;-15,30;33.276,54;6,38;0,24;-0,44;11.382.826.247,10
SULA4;8,90;0,84;37,52;1,40;0,39;5,36;-2,49;1,47;-22,10;5,77;27,90;-1,76;0,55;1,04;-1,19;2,24;3,72;1,03;-8,10;0,28;0,72;0,70;4,58;-15,30;69.802,67;6,38;0,24;-0,43;11.382.826.247,10
SUZB3;53,94;2,47;3,39;2,91;0,65;49,30;42,95;51,86;4,09;6,86;2,78;1,97;1,76;3,06;-0,90;4,12;85,78;19,20;10,03;0,22;0,78;0,37;32,90;66,56;287.236.231,63;18,57;15,93;0,00;73.372.107.177,60
SYNE3;5,11;170,51;0,61;0,47;0,17;70,26;69,27;54,19;0,48;1,01;0,52;0,51;0,33;1,15;-0,20;4,61;76,79;26,93;36,18;0,35;0,41;0,50;40,50;;4.248.705,67;10,82;8,31;0,00;784.592.447,30
TAEE11;40,63;9,46;6,31;1,93;0,80;84,47;102,90;66,02;4,05;5,85;1,80;0,86;4,17;7,39;-0,99;2,32;30,61;12,75;20,58;0,42;0,58;0,19;20,07;20,80;100.953.435,58;21,03;6,44;-0,65;13.979.765.646,06
TAEE3;13,57;9,44;6,32;1,93;0,81;84,47;102,90;66,02;4,05;5,85;1,80;0,86;4,17;7,40;-1,00;2,32;30,61;12,75;20,58;0,42;0,58;0,19;20,07;20,80;1.237.671,21;7,01;2,15;-0,65;13.979.765.646,06
TAEE4;13,50;9,48;6,29;1,93;0,80;84,47;102,90;66,02;4,04;5,85;1,80;0,86;4,15;7,37;-0,99;2,32;30,61;12,75;20,58;0,42;0,58;0,19;20,07;20,80;2.959.429,38;7,01;2,15;-0,65;13.979.765.646,06
TASA3;20,38;7,97;3,18;2,73;1,16;48,79;36,25;26,59;2,33;2,53;0,19;0,22;0,84;4,59;-3,77;1,58;86,01;36,57;50,46;0,43;0,57;1,38;26,98;;833.823,29;7,46;6,41;0,06;2.430.935.820,24
TASA4;20,46;7,94;3,19;2,74;1,17;48,79;36,25;26,59;2,34;2,53;0,19;0,22;0,85;4,61;-3,79;1,58;86,01;36,57;50,46;0,43;0,57;1,38;26,98;;23.801.466,13;7,46;6,41;0,06;2.430.935.820,24
TCNO3;1,60;;-13,90;-13,90;0,04;;;;-12,13;-49,02;-38,74;;;-0,11;-0,05;0,28;-100,00;-0,32;-2,64;0,00;1,00;0,00;;;20.834,00;-0,12;-0,12;-0,03;8.971.207,72
TCNO4;1,21;;-10,51;-10,51;0,03;;;;-9,18;-49,02;-38,74;;;-0,08;-0,04;0,28;-100,00;-0,32;-2,64;0,00;1,00;0,00;;;21.035,21;-0,12;-0,12;-0,03;8.971.207,72
TCSA3;2,41;;-1,08;0,31;0,11;4,93;-69,25;-102,63;-1,60;-5,12;-3,52;0,67;1,11;0,33;-0,23;3,14;-28,36;-10,58;-9,31;0,37;0,57;0,10;-15,57;;1.045.634,33;7,92;-2,25;-0,04;178.158.536,60
TECN3;2,55;3,18;7,22;0,60;0,31;52,78;16,70;8,11;3,50;4,23;0,77;0,13;0,59;0,66;-0,88;3,81;8,38;4,32;10,61;0,52;0,48;0,53;-2,72;;1.450.661,46;4,22;0,35;-0,03;192.795.661,80
TEKA3;26,10;;-0,16;-0,01;0,01;19,35;10,54;-34,05;0,50;22,35;22,04;;0,05;-0,01;-0,01;0,04;-4,71;-7,85;-1,95;-1,67;2,67;0,23;7,53;;5.220,00;-3.571,28;-168,37;0,01;8.180.850,70
TEKA4;11,33;;-0,07;0,00;0,01;19,35;10,54;-34,05;0,22;22,35;22,04;;0,02;0,00;-0,01;0,04;-4,71;-7,85;-1,95;-1,67;2,67;0,23;7,53;;60.357,14;-3.571,28;-168,37;0,00;8.180.850,70
TELB3;34,60;;-16,20;1,75;0,58;-78,69;-24,27;-50,14;-33,46;-15,82;12,86;-0,67;8,12;2,05;-0,91;4,43;-10,77;-3,58;-4,55;0,33;0,67;0,07;38,50;;58.245,82;19,83;-2,14;-2,45;2.012.062.577,10
TELB4;14,84;;-6,98;0,75;0,25;-78,69;-24,27;-50,14;-14,41;-15,82;12,86;-0,67;3,50;0,88;-0,39;4,43;-10,77;-3,58;-4,55;0,33;0,67;0,07;38,50;;113.538,17;19,83;-2,14;-1,06;2.012.062.577,10
TEND3;4,89;;-3,18;0,45;0,12;14,99;-6,75;-6,39;-3,01;-6,45;-3,42;0,51;0,20;0,42;-0,28;1,91;-14,03;-3,68;-8,40;0,26;0,74;0,58;19,26;;13.449.512,17;11,00;-1,54;0,02;514.417.132,78
TESA3;48,00;;-13,30;1,62;0,52;15,86;9,39;-7,58;10,73;17,39;6,66;1,01;1,01;-11,10;-0,74;0,86;-12,18;-3,94;3,93;0,32;0,68;0,52;7,32;;1.340.759,40;29,64;-3,61;0,83;1.389.696.672,00
TFCO4;10,50;1,18;110,87;34,63;20,58;59,33;22,80;18,60;90,45;15,26;0,09;0,03;20,62;39,24;-86,63;3,20;31,24;18,56;24,94;0,59;0,41;1,00;;;2.296.898,04;0,30;0,09;0,66;1.672.247.475,71
TGMA3;15,56;6,00;9,65;1,47;1,00;18,18;11,93;10,50;8,50;8,29;-0,20;-0,03;1,01;3,46;-1,92;2,51;15,23;10,36;12,08;0,68;0,32;0,99;1,74;50,44;2.956.400,29;10,60;1,61;0,23;1.027.005.357,40
TIET11;12,54;;4,38;2,25;0,46;74,66;61,76;49,46;3,51;7,15;3,64;2,34;2,16;1.031,49;-0,52;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;5,57;2,87;0,02;5.004.795.800,93
TIET3;3,49;;6,09;3,13;0,64;74,66;61,76;49,46;4,88;7,15;3,64;2,34;3,01;1.435,37;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIET4;3,51;;6,13;3,15;0,64;74,66;61,76;49,46;4,91;7,15;3,64;2,34;3,03;1.443,59;-0,72;1,00;51,45;10,47;13,16;0,20;0,72;0,21;-5,19;23,78;;1,11;0,57;0,03;5.004.795.800,93
TIMS3;14,27;3,60;11,20;1,36;0,71;53,10;20,92;16,73;8,96;7,74;-1,20;-0,18;1,87;7,11;-0,98;1,56;12,18;6,29;13,07;0,52;0,48;0,38;2,95;32,68;79.254.067,46;10,47;1,27;0,19;34.496.462.671,50
TKNO3;69,63;8,34;2,99;0,84;0,58;25,69;22,17;20,65;2,78;2,41;-0,57;-0,17;0,62;1,74;-1,46;2,24;27,96;19,45;23,51;0,70;0,30;0,94;23,01;;;83,33;23,30;0,01;219.271.313,00
TKNO4;79,93;10,57;3,43;0,96;0,67;25,69;22,17;20,65;3,20;2,41;-0,57;-0,17;0,71;2,00;-1,68;2,24;27,96;19,45;23,51;0,70;0,30;0,94;23,01;;7.729,33;83,33;23,30;0,02;219.271.313,00
TOTS3;29,44;0,75;49,49;4,22;1,80;66,59;14,43;10,44;35,78;33,42;-2,37;-0,28;5,16;8,23;-3,97;1,67;8,53;3,64;6,60;0,43;0,55;0,35;8,34;19,20;212.083.320,17;6,98;0,60;2,92;18.176.044.680,45
TOYB3;2,29;;-43,94;-4,97;4,03;24,06;-10,70;-10,96;-45,00;-47,62;-0,63;;4,81;-5,93;-11,89;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,47;71.890.222,22
TOYB4;2,50;;-47,96;-5,43;4,40;24,06;-10,70;-10,96;-49,12;-47,62;-0,63;;5,26;-6,47;-12,98;0,49;-11,31;-9,18;11,93;-0,81;1,81;0,84;-33,11;;;-0,46;-0,05;0,52;71.890.222,22
TPIS3;1,44;1,30;9,44;0,29;0,09;15,74;7,91;2,72;3,24;24,16;20,92;1,87;0,26;-0,64;-0,09;0,26;3,08;0,90;2,09;0,29;0,70;0,33;-7,49;;782.678,58;4,96;0,15;-0,11;253.440.000,00
TRAD3;7,00;0,00;58.633,81;3,26;3,11;56,89;-47,28;0,03;-39,90;-33,99;5,45;-0,45;18,86;7,07;-5,99;12,08;0,01;0,01;-12,70;0,95;0,05;0,17;;;14.254.045,04;2,10;0,00;-587,79;1.912.384.067,02
TRIS3;3,85;5,69;7,54;0,59;0,31;35,09;18,15;12,98;5,39;7,63;2,25;0,24;0,98;0,59;-1,14;3,72;7,76;4,17;6,10;0,54;0,44;0,32;20,68;105,70;6.255.833,25;6,60;0,51;-0,17;718.477.521,30
TRPL3;31,05;6,40;6,87;1,37;0,68;72,66;77,80;51,31;4,53;5,38;1,46;0,44;3,52;7,25;-0,79;3,29;20,00;9,93;16,23;0,50;0,49;0,19;-6,60;-9,59;48.310,39;22,61;4,52;-0,43;17.691.802.142,40
TRPL4;24,14;8,23;5,34;1,07;0,53;72,66;77,80;51,31;3,52;5,38;1,46;0,44;2,74;5,64;-0,61;3,29;20,00;9,93;16,23;0,50;0,49;0,19;-6,60;-9,59;43.888.172,92;22,61;4,52;-0,33;17.691.802.142,40
TTEN3;9,46;0,16;10,75;2,04;0,93;12,87;5,99;7,46;13,39;13,37;-0,08;-0,01;0,80;2,54;-3,96;1,93;18,93;8,69;8,40;0,46;0,54;1,16;;;9.150.288,50;4,64;0,88;0,22;4.709.105.470,03
TUPY3;24,31;1,78;11,89;1,32;0,50;16,37;6,98;3,73;6,35;8,90;2,53;0,52;0,44;1,47;-1,32;2,24;11,06;4,24;9,55;0,38;0,62;1,14;16,82;;24.851.450,08;18,49;2,05;0,08;3.513.605.675,00
TXRX3;27,29;;-5,36;-0,35;0,51;32,55;17,58;-12,61;3,84;11,42;9,55;;0,68;-0,60;-0,97;0,36;-6,51;-9,52;-68,12;-1,46;2,46;0,75;13,47;;6.840,50;-78,32;-5,10;-0,09;56.566.763,87
