TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
ATMP3;1,14;;-0,17;0,40;0,02;8,42;-14,28;-17,46;-0,21;-2,47;-2,26;4,25;0,03;-0,05;-0,02;0,39;-229,65;-9,94;-42,78;0,04;0,96;0,57;-12,49;;57.576,39;2,85;-6,55;-0,02;30.449.805,84
ATOM3;2,70;2,55;6,18;2,63;1,76;100,00;29,38;30,89;6,49;4,65;-1,84;-0,75;1,91;2,00;-83,80;10,02;42,54;28,54;38,72;0,67;0,33;0,92;;;176.430,64;1,03;0,44;-0,32;64.273.224,60
AURA33;39,61;4,95;7,59;1,84;0,85;41,30;27,82;15,68;4,28;4,24;-0,04;-0,02;1,19;3,99;-1,57;1,86;24,29;11,16;16,45;0,46;0,54;0,71;;;6.051.562,00;21,48;5,22;-0,24;2.802.108.840,60
AURE3;13,84;0,72;526,20;1,08;0,49;28,70;30,66;1,46;25,01;28,01;3,00;0,13;7,67;5,83;-0,60;1,77;0,21;0,09;2,68;0,45;0,55;0,06;;;38.989.354,97;12,82;0,03;;13.840.000.000,00
AVLL3;21,99;;-1,25;-6,82;0,28;-4,59;-126,33;-204,76;-2,03;-5,52;-3,49;;2,56;-4,03;-0,42;0,83;-544,82;-22,10;-28,99;-0,04;1,04;0,11;;;45.764,39;-3,23;-17,57;-0,06;492.923.310,06
AZEV3;3,25;;6,62;1,49;0,39;18,34;24,69;18,16;4,87;4,36;0,35;0,11;1,20;-22,50;-0,55;0,95;22,53;5,87;22,51;0,26;0,74;0,32;-8,87;;130.962,03;2,18;0,49;-0,08;145.744.500,00
AZEV4;2,39;;4,87;1,10;0,29;18,34;24,69;18,16;3,58;4,36;0,35;0,11;0,88;-16,55;-0,41;0,95;22,53;5,87;22,51;0,26;0,74;0,32;-8,87;;836.988,15;2,18;0,49;-0,06;145.744.500,00
AZUL4;14,19;;14,47;-1,15;1,01;17,86;1,33;10,94;118,92;164,33;131,61;;1,58;-2,65;-1,41;0,43;-7,93;6,97;2,48;-0,88;1,88;0,64;8,38;;153.888.818,00;-12,37;0,98;-0,12;4.937.822.843,99
B3SA3;11,61;6,80;15,52;3,25;1,40;89,78;59,11;44,83;11,77;10,93;-0,85;-0,23;6,96;8,93;-2,29;1,67;20,92;8,99;11,60;0,43;0,57;0,20;34,69;25,83;479.792.279,64;3,58;0,75;3,80;70.809.390.000,00
BAHI3;11,51;;-5,55;1,62;0,38;38,28;-8,87;-17,07;-10,68;-13,01;-2,33;0,35;0,95;-2,46;-0,46;0,51;-29,13;-6,93;-10,35;0,24;0,75;0,41;;;79.339,97;7,12;-2,07;-0,24;272.626.608,15
BALM3;14,42;1,74;10,79;1,14;0,63;56,25;9,74;9,72;10,77;7,83;-1,55;-0,16;1,05;1,50;-2,02;2,56;10,56;5,84;6,60;0,55;0,43;0,60;3,42;34,15;2.525,25;12,66;1,34;-0,27;123.088.000,00
BALM4;10,70;2,35;8,00;0,84;0,47;56,25;9,74;9,72;7,99;7,83;-1,55;-0,16;0,78;1,12;-1,50;2,56;10,56;5,84;6,60;0,55;0,43;0,60;3,42;34,15;4.393,75;12,66;1,34;-0,20;123.088.000,00
BAUH4;77,81;;58,86;4,02;2,59;19,30;1,23;3,93;187,95;188,04;0,09;0,00;2,32;-36,11;-3,53;0,79;6,83;4,39;-1,10;0,64;0,36;1,12;5,51;-2,13;28.126,75;19,34;1,32;-0,87;406.341.093,82
BAZA3;39,96;17,19;1,40;0,37;0,04;34,74;81,54;46,32;0,79;0,79;;;0,65;0,32;-0,05;;26,37;2,86;;0,11;0,89;0,06;-2,61;45,40;121.384,61;108,62;28,64;0,01;1.184.652.841,32
BBAS3;34,05;8,99;4,78;0,66;0,05;31,08;16,23;13,82;4,07;4,07;;;0,66;2,48;-0,05;7,70;13,75;1,02;;0,07;0,92;0,07;-6,50;23,75;579.910.125,61;51,76;7,12;0,09;97.567.449.531,00
BBDC3;15,65;5,84;7,23;1,08;0,10;39,92;22,47;17,82;5,74;6,31;;;1,29;1,82;-0,11;5,37;15,00;1,36;;0,09;0,91;0,08;-5,09;5,20;129.269.738,52;14,43;2,16;0,37;183.404.031.376,84
BBDC4;18,77;5,35;8,68;1,30;0,12;39,92;22,47;17,82;6,88;6,31;;;1,55;2,18;-0,13;5,37;15,00;1,36;;0,09;0,91;0,08;-5,09;5,20;737.614.958,91;14,43;2,16;0,45;183.404.031.376,84
BBML3;3.936,42;;-27.880,40;1.358,54;154,05;7,30;0,55;-0,41;20.703,45;20.755,64;52,20;3,43;113,66;-1.365,22;-264,04;0,79;-4,87;-0,55;-6,72;0,11;0,89;1,36;42,64;;;2,90;-0,14;181,53;160.451.699.191,56
BBRK3;0,80;;-1,54;2,32;0,34;61,32;-43,71;-51,62;-1,82;-1,20;0,62;-0,79;0,80;4,58;-0,59;1,21;-150,41;-21,86;-54,73;0,15;0,85;0,42;5,40;;1.203.952,58;0,34;-0,52;0,03;106.222.779,20
BBSE3;24,91;5,82;12,05;5,90;4,11;;;;9,71;9,71;;;;20,55;-6,08;2,60;48,97;34,11;;0,70;0,30;0,00;;0,60;112.337.209,36;4,22;2,07;2,50;49.820.000.000,00
BDLL3;11,00;;-0,76;-0,09;0,03;-45,07;-140,71;-128,37;-0,69;-9,16;-8,59;;0,97;-0,18;-0,04;0,72;-12,25;-3,63;-142,27;-0,30;1,30;0,03;-39,65;;23.505,87;-118,83;-14,56;0,01;14.800.281,44
BDLL4;8,18;;-0,56;-0,07;0,02;-45,07;-140,71;-128,37;-0,51;-9,16;-8,59;;0,72;-0,14;-0,03;0,72;-12,25;-3,63;-142,27;-0,30;1,30;0,03;-39,65;;10.437,00;-118,83;-14,56;0,01;14.800.281,44
BEEF3;13,01;5,31;17,41;12,08;0,39;17,35;7,73;1,60;3,60;6,38;2,78;9,33;0,28;1,21;-1,25;1,90;69,39;2,26;13,65;0,03;0,97;1,41;22,82;18,43;97.858.281,82;1,08;0,75;-0,52;7.900.757.125,07
BEES3;5,11;8,90;6,17;0,85;0,04;33,81;15,83;9,39;3,66;3,70;;;0,58;0,35;-0,05;;13,81;0,72;;0,05;0,95;0,08;-6,14;12,40;116.962,91;5,99;0,83;0,25;1.632.145.155,20
BEES4;5,32;8,55;6,43;0,89;0,05;33,81;15,83;9,39;3,81;3,70;;;0,60;0,36;-0,05;;13,81;0,72;;0,05;0,95;0,08;-6,14;12,40;59.649,91;5,99;0,83;0,26;1.632.145.155,20
BFRE11;0,00;;0,00;0,00;0,00;0,00;151,32;88,22;0,00;;;;0,00;0,00;0,00;;6,02;7,80;;1,29;0,11;0,09;;0,45;;271.807,53;16.372,38;0,00;
BFRE12;0,00;;0,00;0,00;0,00;0,00;151,32;88,22;0,00;;;;0,00;0,00;0,00;;6,02;7,80;;1,29;0,11;0,09;;0,45;;271.807,53;16.372,38;0,00;
BGIP3;29,46;4,44;6,27;0,79;0,06;50,33;14,29;9,07;3,98;3,34;;;0,57;-0,72;-0,13;0,87;12,52;0,90;;0,07;0,93;0,10;1,19;1,84;4.397,50;37,51;4,70;0,38;378.229.552,05
BGIP4;20,03;7,19;4,27;0,53;0,04;50,33;14,29;9,07;2,71;3,34;;;0,39;-0,49;-0,09;0,87;12,52;0,90;;0,07;0,93;0,10;1,19;1,84;46.164,88;37,51;4,70;0,26;378.229.552,05
BIDI11;10,55;0,76;-506,32;1,09;0,24;50,33;-5,35;-0,71;-67,21;-67,21;;;3,60;;-0,24;;-0,22;-0,05;;0,22;0,78;0,07;5,80;;174.757.144,09;9,67;-0,02;2,50;9.120.819.664,98
BIDI3;3,49;0,77;-502,48;1,08;0,23;50,33;-5,35;-0,71;-66,70;-67,21;;;3,57;;-0,24;;-0,22;-0,05;;0,22;0,78;0,07;5,80;;6.022.427,21;3,22;-0,01;2,48;9.120.819.664,98
BIDI4;3,48;0,77;-501,04;1,08;0,23;50,33;-5,35;-0,71;-66,51;-67,21;;;3,56;;-0,24;;-0,22;-0,05;;0,22;0,78;0,07;5,80;;35.113.421,06;3,22;-0,01;2,47;9.120.819.664,98
BIOM3;9,29;;-8,36;4,00;1,68;23,11;-60,64;-68,55;-9,45;-10,84;-1,39;0,59;5,73;6,12;-2,79;3,22;-47,90;-20,11;-21,10;0,42;0,58;0,29;;;49.922,28;2,32;-1,11;-0,54;683.078.390,08
BKBR3;6,08;;-11,72;1,09;0,45;63,43;-1,58;-4,77;-35,37;-44,20;-8,83;0,27;0,56;-55,15;-0,56;0,96;-9,31;-3,83;-2,37;0,41;0,59;0,80;14,59;;16.474.925,39;5,57;-0,52;0,16;1.674.161.117,76
BLAU3;25,00;2,37;14,92;2,70;1,95;48,50;32,75;22,20;10,12;9,01;-1,10;-0,29;3,31;3,35;-6,83;5,42;18,07;13,08;15,30;0,72;0,28;0,59;;;10.082.034,06;9,27;1,68;-5,38;4.484.848.475,00
BLUT3;1,14;;-3,51;0,40;0,12;;;;-3,66;-3,45;-1,08;0,12;;-0,94;-0,12;0,00;-11,41;-3,44;-9,79;0,30;0,70;0,00;;;129.042,27;2,85;-0,33;-0,07;14.856.746,16
BLUT4;0,54;;-1,66;0,19;0,06;;;;-1,73;-3,45;-1,08;0,12;;-0,45;-0,06;0,00;-11,41;-3,44;-9,79;0,30;0,70;0,00;;;298.892,48;2,85;-0,33;-0,03;14.856.746,16
BMEB3;11,92;5,64;6,62;1,02;0,09;64,96;5,01;6,75;8,93;8,39;;;0,45;;-0,10;;15,37;1,39;;0,09;0,91;0,21;-4,80;62,96;11.228,77;11,71;1,80;0,31;1.173.414.828,48
BMEB4;10,00;7,39;5,56;0,85;0,08;64,96;5,01;6,75;7,49;8,39;;;0,38;;-0,09;;15,37;1,39;;0,09;0,91;0,21;-4,80;62,96;25.121,70;11,71;1,80;0,26;1.173.414.828,48
BMGB4;2,42;13,04;7,22;0,38;0,04;29,50;-0,51;3,95;-55,84;-55,84;;;0,29;;-0,04;;5,20;0,57;;0,11;0,89;0,15;13,33;0,08;1.588.525,91;6,44;0,34;-0,20;1.411.422.434,62
BMIN3;20,00;;21,40;0,73;0,30;58,22;35,93;18,40;10,96;10,47;;;3,94;3,76;-0,43;1,35;3,43;1,40;;0,41;0,59;0,08;-10,02;-19,20;1.995,50;27,22;0,93;0,19;92.179.229,13
BMIN4;13,91;10,06;14,89;0,51;0,21;58,22;35,93;18,40;7,62;10,47;;;2,74;2,62;-0,30;1,35;3,43;1,40;;0,41;0,59;0,08;-10,02;-19,20;6.647,33;27,22;0,93;0,13;92.179.229,13
BMKS3;240,00;7,45;11,44;0,55;0,49;31,71;14,23;55,15;44,33;-16,27;-60,60;-0,75;6,31;0,67;-2,04;26,84;4,82;4,26;-0,09;0,88;0,12;0,08;-1,89;-9,69;26.558,43;435,12;20,99;0,06;109.140.000,00
BMOB3;12,73;1,59;14,03;1,13;0,82;27,67;11,03;10,24;13,03;7,10;-5,93;-0,52;1,44;2,02;-2,27;2,77;8,08;5,86;5,04;0,73;0,27;0,57;;;7.304.144,09;11,23;0,91;0,31;1.157.272.741,16
BNBR3;68,00;6,54;3,56;0,74;0,09;60,26;52,32;29,17;1,98;1,98;;;1,04;0,60;-0,11;;20,81;2,62;;0,13;0,87;0,09;-1,65;17,66;24.166,42;91,87;19,11;0,07;5.873.259.552,00
BOAS3;5,41;1,46;13,63;1,42;1,16;51,84;5,18;22,01;57,91;34,18;-23,73;-0,58;3,00;2,35;-2,72;6,96;10,42;8,48;-1,28;0,81;0,19;0,39;6,65;;10.153.582,27;3,81;0,40;0,04;2.877.208.398,77
BOBR3;0,00;;0,00;0,00;0,00;27,58;11,52;5,61;0,00;3,26;2,08;;0,00;0,00;0,00;0,60;-33,76;8,16;51,57;-0,24;1,24;1,46;0,74;3,01;;-0,78;0,26;0,00;165.907.523,70
BOBR4;1,35;;5,13;-1,73;0,42;27,58;11,52;5,61;2,50;3,26;2,08;;0,29;-1,42;-0,76;0,60;-33,76;8,16;51,57;-0,24;1,24;1,46;0,74;3,01;39.449,33;-0,78;0,26;-0,01;165.907.523,70
BPAC11;22,45;1,72;11,38;2,19;0,26;38,43;47,30;35,59;8,57;8,57;;;4,05;5,43;-3,67;1,05;19,25;2,31;;0,12;0,88;0,06;5,25;9,82;270.119.392,36;10,25;1,97;0,20;86.104.130.794,53
BPAC3;12,65;1,01;19,24;3,70;0,44;38,43;47,30;35,59;14,48;8,57;;;6,85;9,18;-6,21;1,05;19,25;2,31;;0,12;0,88;0,06;5,25;9,82;60.384,73;3,42;0,66;0,35;86.104.130.794,53
BPAC5;4,77;2,69;7,26;1,40;0,17;38,43;47,30;35,59;5,46;8,57;;;2,58;3,46;-2,34;1,05;19,25;2,31;;0,12;0,88;0,06;5,25;9,82;40.451,00;3,42;0,66;0,13;86.104.130.794,53
BPAN4;6,56;3,72;10,56;1,20;0,16;59,50;10,20;7,26;7,51;7,51;;;0,77;-0,36;-0,17;0,00;11,35;1,54;;0,14;0,84;0,21;1,40;;48.226.885,24;5,48;0,62;0,52;8.569.542.610,40
BPAR3;182,07;5,77;6,31;1,04;0,12;69,18;21,57;11,45;3,35;3,35;;;0,72;0,64;-0,15;;16,44;1,90;;0,12;0,88;0,17;4,66;3,50;;175,64;28,87;0,13;1.733.606.633,43
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BPHA3;0,62;;0,06;-0,24;0,99;98,02;1.029,99;13.896,67;0,80;1,66;0,85;;8,28;-0,38;-1,18;0,06;-402,50;1.669,02;-36,75;-4,15;5,15;0,12;-68,85;;;-2,58;10,40;0,00;70.110.298,74
BRAP3;24,19;35,33;1,30;1,24;1,23;;;;1,31;1,30;-0,13;-0,12;;11,12;-1,40;17,83;95,29;94,65;94,33;0,99;0,01;0,00;;63,27;3.333.243,64;19,50;18,58;0,01;10.333.001.675,66
BRAP4;27,42;34,29;1,48;1,41;1,40;;;;1,49;1,30;-0,13;-0,12;;12,61;-1,58;17,83;95,29;94,65;94,33;0,99;0,01;0,00;;63,27;86.888.152,24;19,50;18,58;0,01;10.333.001.675,66
BRBI11;14,02;5,78;9,96;1,94;0,35;36,49;17,71;22,54;12,68;5,58;-7,10;-1,09;2,25;1,87;-41,02;1,24;19,47;3,56;0,77;0,18;0,82;0,16;;;1.679.641,61;7,23;1,41;0,47;1.472.039.770,08
BRBI3;0,00;;0,00;0,00;0,00;36,49;17,71;22,54;0,00;5,58;-7,10;-1,09;0,00;0,00;0,00;1,24;19,47;3,56;0,77;0,18;0,82;0,16;;;;2,41;0,47;0,00;1.472.039.770,08
BRBI4;0,00;;0,00;0,00;0,00;36,49;17,71;22,54;0,00;5,58;-7,10;-1,09;0,00;0,00;0,00;1,24;19,47;3,56;0,77;0,18;0,82;0,16;;;;2,41;0,47;0,00;1.472.039.770,08
BRFS3;12,98;;-11,93;1,13;0,25;18,24;3,73;-2,36;7,58;14,67;7,09;1,06;0,28;2,05;-0,48;1,35;-9,48;-2,12;4,38;0,22;0,77;0,90;7,46;;157.667.221,76;11,48;-1,09;0,07;14.050.502.733,08
BRGE11;7,71;4,88;25,50;0,45;0,18;-2.674,89;-793,47;521,50;-16,76;25,68;43,12;-1,17;132,98;0,50;-0,43;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;771,00;16,99;0,30;-0,75;590.783.587,96
BRGE12;6,95;0,01;22,99;0,41;0,16;-2.674,89;-793,47;521,50;-15,11;25,68;43,12;-1,17;119,87;0,45;-0,39;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;1.332,40;16,99;0,30;-0,67;590.783.587,96
BRGE3;6,55;0,01;21,66;0,39;0,15;-2.674,89;-793,47;521,50;-14,24;25,68;43,12;-1,17;112,97;0,43;-0,37;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;7.240,18;16,99;0,30;-0,63;590.783.587,96
BRGE5;9,81;3,20;32,44;0,58;0,23;-2.674,89;-793,47;521,50;-21,32;25,68;43,12;-1,17;169,20;0,64;-0,55;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;4.905,00;16,99;0,30;-0,95;590.783.587,96
BRGE6;8,50;8,85;28,11;0,50;0,20;-2.674,89;-793,47;521,50;-18,48;25,68;43,12;-1,17;146,60;0,55;-0,48;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;1.700,00;16,99;0,30;-0,82;590.783.587,96
BRGE7;5,40;8,13;17,86;0,32;0,13;-2.674,89;-793,47;521,50;-11,74;25,68;43,12;-1,17;93,14;0,35;-0,30;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;;16,99;0,30;-0,52;590.783.587,96
BRGE8;8,90;3,52;29,43;0,52;0,21;-2.674,89;-793,47;521,50;-19,35;25,68;43,12;-1,17;153,50;0,58;-0,50;2,67;1,78;0,71;-3,10;0,40;0,43;0,00;-32,32;-18,30;3.110,00;16,99;0,30;-0,86;590.783.587,96
BRIT3;1,81;0,07;42,85;0,60;0,29;41,09;9,09;2,43;11,45;19,20;7,75;0,41;1,04;4,25;-0,38;1,38;1,41;0,67;2,28;0,47;0,53;0,27;;;2.076.116,42;3,01;0,04;-0,80;812.861.797,96
BRIV3;5,99;0,24;-252,60;0,33;0,02;22,84;8,07;-0,16;5,00;5,09;;;0,40;0,77;-0,02;3,62;-0,13;-0,01;;0,07;0,93;0,06;-3,36;;8.594,62;18,11;-0,02;2,46;540.901.850,11
BRIV4;6,28;9,55;-264,83;0,35;0,02;22,84;8,07;-0,16;5,24;5,09;;;0,42;0,81;-0,02;3,62;-0,13;-0,01;;0,07;0,93;0,06;-3,36;;11.919,88;18,11;-0,02;2,58;540.901.850,11
BRKM3;40,50;22,80;2,10;5,20;0,35;27,31;21,04;14,02;1,40;2,39;0,99;3,69;0,29;2,29;-0,61;1,56;247,82;16,61;45,75;0,07;0,93;1,18;17,25;;477.647,94;7,78;19,29;0,00;32.269.640.317,90
BRKM5;40,45;22,83;2,10;5,20;0,35;27,31;21,04;14,02;1,40;2,39;0,99;3,69;0,29;2,29;-0,61;1,56;247,82;16,61;45,75;0,07;0,93;1,18;17,25;;101.659.007,03;7,78;19,29;0,00;32.269.640.317,90
BRKM6;26,04;2,33;1,35;3,35;0,22;27,31;21,04;14,02;0,90;2,39;0,99;3,69;0,19;1,47;-0,39;1,56;247,82;16,61;45,75;0,07;0,93;1,18;17,25;;5.575,40;7,78;19,29;0,00;32.269.640.317,90
BRML3;7,77;0,69;31,78;0,59;0,33;90,34;51,90;16,52;10,11;14,06;3,95;0,23;5,25;7,41;-0,37;1,85;1,87;1,04;3,66;0,56;0,42;0,06;-2,54;3,41;141.909.966,09;13,09;0,24;-0,20;6.435.688.078,68
